year,id_pais,edvan
1956,GRD,57.9912
1957,GRD,58.6959
1958,GRD,58.8513
1959,GRD,59.7836
1960,GRD,60.7602
1961,GRD,61.7923
1962,GRD,62.8767
1963,GRD,64.0766
1964,GRD,64.8413
1965,GRD,64.7283
1966,GRD,64.655
1967,GRD,64.6545
1968,GRD,65.4979
1969,GRD,65.8566
1970,GRD,66.2157
1971,GRD,66.4791
1972,GRD,66.8223
1973,GRD,67.2171
1974,GRD,67.583
1975,GRD,67.9708
1976,GRD,68.1515
1977,GRD,67.4755
1978,GRD,67.6679
1979,GRD,67.9004
1980,GRD,68.1442
1981,GRD,68.4503
1982,GRD,68.7115
1983,GRD,64.2188
1984,GRD,69.3196
1985,GRD,69.5804
1986,GRD,69.7701
1987,GRD,69.9392
1988,GRD,70.1647
1989,GRD,70.4192
1990,GRD,70.6834
1991,GRD,70.9738
1992,GRD,71.291
1993,GRD,71.5761
1994,GRD,71.7856
1995,GRD,72.1095
1996,GRD,72.3312
1997,GRD,72.5677
1998,GRD,72.8047
1999,GRD,72.9026
2000,GRD,72.7829
2001,GRD,73.1181
2002,GRD,73.167
2003,GRD,73.1875
2004,GRD,71.7876
2005,GRD,73.5214
2006,GRD,73.7004
2007,GRD,74.3165
2008,GRD,74.6558
2009,GRD,75.0363
2010,GRD,74.9988
2011,GRD,75.2947
2012,GRD,75.0416
2013,GRD,75.1161
2014,GRD,74.985
2015,GRD,75.0125
2016,GRD,74.7622
2017,GRD,74.7652
2018,GRD,74.8076
2019,GRD,74.8632
2020,GRD,74.9238
2021,GRD,74.9362
2022,GRD,75.3355
1950,GTM,39.4245
1951,GTM,40.3881
1952,GTM,40.869
1953,GTM,41.0593
1954,GTM,41.203
1955,GTM,41.6088
1956,GTM,42.2581
1957,GTM,43.0699
1958,GTM,44.0581
1959,GTM,44.9992
1960,GTM,45.8079
1961,GTM,46.4696
1962,GTM,46.9947
1963,GTM,47.407
1964,GTM,47.7118
1965,GTM,47.8139
1966,GTM,47.7642
1967,GTM,47.9844
1968,GTM,48.2977
1969,GTM,48.5476
1970,GTM,49.4386
1971,GTM,50.4839
1972,GTM,51.6381
1973,GTM,53.0026
1974,GTM,54.0389
1975,GTM,54.8241
1976,GTM,49.1692
1977,GTM,55.8164
1978,GTM,55.9634
1979,GTM,56.185
1980,GTM,56.0236
1981,GTM,55.9716
1982,GTM,50.1341
1983,GTM,58.7184
1984,GTM,59.5576
1985,GTM,60.2026
1986,GTM,60.7721
1987,GTM,61.4318
1988,GTM,62.0289
1989,GTM,62.3742
1990,GTM,62.4728
1991,GTM,62.7252
1992,GTM,62.9135
1993,GTM,63.3495
1994,GTM,63.726
1995,GTM,64.1954
1996,GTM,64.8632
1997,GTM,65.5357
1998,GTM,66.1137
1999,GTM,66.8686
2000,GTM,67.4459
2001,GTM,67.9464
2002,GTM,68.3865
2003,GTM,68.7969
2004,GTM,69.1648
2005,GTM,69.1675
2006,GTM,69.8124
2007,GTM,70.1002
2008,GTM,70.3556
2009,GTM,70.6414
2010,GTM,70.8783
2011,GTM,71.1769
2012,GTM,71.463
2013,GTM,71.728
2014,GTM,71.9638
2015,GTM,72.103
2016,GTM,72.3547
2017,GTM,72.5506
2018,GTM,72.7257
2019,GTM,73.1289
2020,GTM,71.7969
2021,GTM,69.2368
2022,GTM,68.6735
1950,GUY,49.5414
1951,GUY,50.5468
1952,GUY,51.5252
1953,GUY,52.5705
1954,GUY,53.6455
1955,GUY,54.4478
1956,GUY,55.5385
1957,GUY,56.4697
1958,GUY,56.9179
1959,GUY,57.52
1960,GUY,58.0343
1961,GUY,58.4597
1962,GUY,58.8635
1963,GUY,59.2018
1964,GUY,59.4942
1965,GUY,59.7419
1966,GUY,59.9369
1967,GUY,60.1126
1968,GUY,60.2562
1969,GUY,60.3799
1970,GUY,60.4692
1971,GUY,60.5549
1972,GUY,60.6362
1973,GUY,60.6832
1974,GUY,60.7598
1975,GUY,60.8194
1976,GUY,60.8919
1977,GUY,60.9554
1978,GUY,61.0516
1979,GUY,61.1328
1980,GUY,61.2288
1981,GUY,61.3111
1982,GUY,61.4063
1983,GUY,61.491
1984,GUY,61.5892
1985,GUY,61.6602
1986,GUY,61.797
1987,GUY,61.9474
1988,GUY,62.0846
1989,GUY,62.2377
1990,GUY,62.4149
1991,GUY,62.6219
1992,GUY,62.787
1993,GUY,63.1518
1994,GUY,63.3717
1995,GUY,63.1358
1996,GUY,63.2051
1997,GUY,63.3564
1998,GUY,63.8996
1999,GUY,64.1698
2000,GUY,64.4833
2001,GUY,64.7882
2002,GUY,64.7275
2003,GUY,64.6003
2004,GUY,64.9305
2005,GUY,65.132
2006,GUY,65.6666
2007,GUY,66.2535
2008,GUY,66.288
2009,GUY,66.5625
2010,GUY,66.743
2011,GUY,66.9818
2012,GUY,67.2298
2013,GUY,67.4727
2014,GUY,67.8818
2015,GUY,68.2015
2016,GUY,68.384
2017,GUY,68.6668
2018,GUY,68.8959
2019,GUY,69.1239
2020,GUY,68.4858
2021,GUY,65.6734
2022,GUY,65.9885
1950,HTI,37.4789
1951,HTI,37.9084
1952,HTI,38.8333
1953,HTI,39.7007
1954,HTI,40.2878
1955,HTI,41.2622
1956,HTI,41.9597
1957,HTI,42.3577
1958,HTI,42.7721
1959,HTI,43.1213
1960,HTI,43.4993
1961,HTI,43.9138
1962,HTI,44.2907
1963,HTI,42.769
1964,HTI,44.9682
1965,HTI,45.3509
1966,HTI,45.594
1967,HTI,46.1248
1968,HTI,46.5121
1969,HTI,46.915
1970,HTI,47.3372
1971,HTI,47.7195
1972,HTI,47.9448
1973,HTI,48.2079
1974,HTI,48.4187
1975,HTI,48.6815
1976,HTI,48.9557
1977,HTI,49.2087
1978,HTI,49.428
1979,HTI,49.6752
1980,HTI,49.902
1981,HTI,50.268
1982,HTI,50.5514
1983,HTI,50.8711
1984,HTI,51.1232
1985,HTI,51.5232
1986,HTI,51.8752
1987,HTI,52.2392
1988,HTI,52.6319
1989,HTI,52.7545
1990,HTI,52.9753
1991,HTI,53.3907
1992,HTI,53.842
1993,HTI,54.3505
1994,HTI,54.653
1995,HTI,55.5471
1996,HTI,56.1543
1997,HTI,56.5164
1998,HTI,57.1349
1999,HTI,57.9606
2000,HTI,58.3652
2001,HTI,58.4886
2002,HTI,58.8545
2003,HTI,59.5065
2004,HTI,58.4755
2005,HTI,60.4153
2006,HTI,60.7632
2007,HTI,61.103
2008,HTI,61.3322
2009,HTI,61.7409
2010,HTI,46.0185
2011,HTI,61.6227
2012,HTI,62.2915
2013,HTI,62.6047
2014,HTI,62.9875
2015,HTI,63.2372
2016,HTI,63.3922
2017,HTI,63.8538
2018,HTI,64.0188
2019,HTI,64.2546
2020,HTI,64.0518
2021,HTI,63.1924
2022,HTI,63.7283
1950,HND,42.735
1951,HND,42.8709
1952,HND,43.3148
1953,HND,43.7534
1954,HND,44.2343
1955,HND,44.7241
1956,HND,45.2903
1957,HND,45.9891
1958,HND,46.8168
1959,HND,47.542
1960,HND,48.3166
1961,HND,48.7302
1962,HND,49.6677
1963,HND,50.2503
1964,HND,50.8122
1965,HND,51.4649
1966,HND,52.0911
1967,HND,52.632
1968,HND,53.3554
1969,HND,53.8957
1970,HND,54.4398
1971,HND,54.966
1972,HND,55.6072
1973,HND,54.4149
1974,HND,52.3125
1975,HND,57.5485
1976,HND,58.1577
1977,HND,58.7456
1978,HND,59.3344
1979,HND,59.9077
1980,HND,60.4848
1981,HND,61.0162
1982,HND,61.527
1983,HND,62.1367
1984,HND,62.6415
1985,HND,62.9959
1986,HND,63.5912
1987,HND,64.0319
1988,HND,64.345
1989,HND,64.8557
1990,HND,65.2428
1991,HND,65.7522
1992,HND,65.9909
1993,HND,66.2507
1994,HND,66.5743
1995,HND,67.139
1996,HND,67.4389
1997,HND,67.7772
1998,HND,62.7208
1999,HND,68.4216
2000,HND,68.6618
2001,HND,69.0061
2002,HND,69.3664
2003,HND,69.5071
2004,HND,69.7957
2005,HND,70.1041
2006,HND,70.2608
2007,HND,70.3765
2008,HND,70.4414
2009,HND,70.9113
2010,HND,71.0884
2011,HND,71.4386
2012,HND,71.7344
2013,HND,71.9629
2014,HND,72.2594
2015,HND,72.4871
2016,HND,72.5878
2017,HND,72.6918
2018,HND,72.8141
2019,HND,72.8811
2020,HND,71.4619
2021,HND,70.1229
2022,HND,70.7277
1950,JAM,56.8025
1951,JAM,57.2744
1952,JAM,58.1437
1953,JAM,58.9486
1954,JAM,59.7498
1955,JAM,60.4677
1956,JAM,60.9513
1957,JAM,62.2109
1958,JAM,63.0844
1959,JAM,63.5504
1960,JAM,64.0419
1961,JAM,64.3943
1962,JAM,64.4906
1963,JAM,65.2704
1964,JAM,65.622
1965,JAM,65.9721
1966,JAM,66.3552
1967,JAM,66.4422
1968,JAM,66.2646
1969,JAM,66.381
1970,JAM,66.7021
1971,JAM,66.7954
1972,JAM,67.1024
1973,JAM,67.551
1974,JAM,67.8378
1975,JAM,68.0478
1976,JAM,68.4254
1977,JAM,68.5336
1978,JAM,68.755
1979,JAM,69.0483
1980,JAM,69.4349
1981,JAM,69.8591
1982,JAM,70.2443
1983,JAM,70.1596
1984,JAM,70.2725
1985,JAM,70.5205
1986,JAM,70.7321
1987,JAM,71.2731
1988,JAM,71.5415
1989,JAM,72.1566
1990,JAM,72.3041
1991,JAM,72.1862
1992,JAM,72.1885
1993,JAM,71.9215
1994,JAM,71.7391
1995,JAM,71.5487
1996,JAM,71.4877
1997,JAM,71.2066
1998,JAM,70.9904
1999,JAM,70.9677
2000,JAM,70.9442
2001,JAM,70.758
2002,JAM,70.8882
2003,JAM,70.8062
2004,JAM,70.8603
2005,JAM,71.0438
2006,JAM,71.1993
2007,JAM,71.4179
2008,JAM,71.6122
2009,JAM,72.1238
2010,JAM,72.6219
2011,JAM,73.0942
2012,JAM,73.4335
2013,JAM,73.4119
2014,JAM,72.982
2015,JAM,72.394
2016,JAM,72.0198
2017,JAM,71.9114
2018,JAM,71.793
2019,JAM,71.767
2020,JAM,71.8686
2021,JAM,70.5003
2022,JAM,70.6292
1950,MEX,43.9656
1951,MEX,44.8093
1952,MEX,46.202
1953,MEX,47.6474
1954,MEX,49.032
1955,MEX,50.2881
1956,MEX,51.406
1957,MEX,52.4073
1958,MEX,53.3209
1959,MEX,54.1806
1960,MEX,55.0168
1961,MEX,55.8315
1962,MEX,56.5985
1963,MEX,57.3102
1964,MEX,57.947
1965,MEX,58.4992
1966,MEX,58.9807
1967,MEX,59.4196
1968,MEX,59.8349
1969,MEX,60.2503
1970,MEX,60.6898
1971,MEX,61.1551
1972,MEX,61.6143
1973,MEX,62.0549
1974,MEX,62.4588
1975,MEX,62.8105
1976,MEX,63.1235
1977,MEX,63.4339
1978,MEX,63.7779
1979,MEX,64.1886
1980,MEX,64.7026
1981,MEX,65.3132
1982,MEX,65.9747
1983,MEX,66.6439
1984,MEX,67.2904
1985,MEX,67.8739
1986,MEX,68.3876
1987,MEX,68.8435
1988,MEX,69.2532
1989,MEX,69.6226
1990,MEX,69.9707
1991,MEX,70.2977
1992,MEX,70.6161
1993,MEX,70.9423
1994,MEX,71.2787
1995,MEX,71.6457
1996,MEX,72.0369
1997,MEX,72.4454
1998,MEX,72.8448
1999,MEX,73.2249
2000,MEX,73.5692
2001,MEX,73.8668
2002,MEX,74.1059
2003,MEX,74.2743
2004,MEX,74.372
2005,MEX,74.3765
2006,MEX,74.3313
2007,MEX,74.2384
2008,MEX,74.1524
2009,MEX,74.119
2010,MEX,74.1901
2011,MEX,74.3651
2012,MEX,74.574
2013,MEX,74.7391
2014,MEX,74.7974
2015,MEX,74.6822
2016,MEX,74.4122
2017,MEX,74.1378
2018,MEX,74.0146
2019,MEX,74.2021
2020,MEX,70.1328
2021,MEX,70.2127
2022,MEX,74.8315
1950,NIC,41.0262
1951,NIC,40.7971
1952,NIC,41.7949
1953,NIC,42.3844
1954,NIC,43.001
1955,NIC,43.6071
1956,NIC,44.1902
1957,NIC,44.7546
1958,NIC,45.3049
1959,NIC,45.8461
1960,NIC,46.1246
1961,NIC,46.9478
1962,NIC,47.5748
1963,NIC,48.3042
1964,NIC,49.1694
1965,NIC,50.1925
1966,NIC,51.3165
1967,NIC,52.394
1968,NIC,53.4648
1969,NIC,54.3242
1970,NIC,54.9503
1971,NIC,55.322
1972,NIC,48.6264
1973,NIC,55.7248
1974,NIC,55.85
1975,NIC,56.0356
1976,NIC,56.299
1977,NIC,56.2432
1978,NIC,53.5712
1979,NIC,50.8132
1980,NIC,57.9142
1981,NIC,58.1981
1982,NIC,58.6054
1983,NIC,56.7942
1984,NIC,56.1308
1985,NIC,56.5008
1986,NIC,57.7746
1987,NIC,57.6598
1988,NIC,60.3003
1989,NIC,62.4748
1990,NIC,63.0963
1991,NIC,63.9307
1992,NIC,64.2657
1993,NIC,64.6846
1994,NIC,65.1813
1995,NIC,65.6078
1996,NIC,66.0519
1997,NIC,66.515
1998,NIC,65.2092
1999,NIC,67.1202
2000,NIC,67.2335
2001,NIC,67.2145
2002,NIC,67.1799
2003,NIC,67.2174
2004,NIC,67.4233
2005,NIC,67.9359
2006,NIC,68.7246
2007,NIC,69.5595
2008,NIC,70.5863
2009,NIC,71.4328
2010,NIC,72.009
2011,NIC,72.4162
2012,NIC,72.6148
2013,NIC,72.7044
2014,NIC,72.8121
2015,NIC,72.983
2016,NIC,73.2562
2017,NIC,73.5536
2018,NIC,73.8497
2019,NIC,74.0543
2020,NIC,71.7954
2021,NIC,73.8368
2022,NIC,74.615
1950,PAN,54.975
1951,PAN,56.1024
1952,PAN,56.5974
1953,PAN,56.7171
1954,PAN,56.7503
1955,PAN,56.9824
1956,PAN,57.4912
1957,PAN,58.1965
1958,PAN,59.0144
1959,PAN,59.8694
1960,PAN,60.7017
1961,PAN,61.4713
1962,PAN,62.1544
1963,PAN,62.735
1964,PAN,63.2025
1965,PAN,63.5576
1966,PAN,63.7893
1967,PAN,64.0557
1968,PAN,64.3134
1969,PAN,64.6615
1970,PAN,65.0832
1971,PAN,65.7868
1972,PAN,66.4574
1973,PAN,67.0871
1974,PAN,67.653
1975,PAN,68.0789
1976,PAN,68.3812
1977,PAN,68.6028
1978,PAN,68.7609
1979,PAN,68.9887
1980,PAN,69.2545
1981,PAN,69.5862
1982,PAN,69.9387
1983,PAN,70.2699
1984,PAN,70.543
1985,PAN,70.7321
1986,PAN,70.8333
1987,PAN,70.8885
1988,PAN,70.8882
1989,PAN,69.9358
1990,PAN,71.0972
1991,PAN,71.2068
1992,PAN,71.4617
1993,PAN,71.8
1994,PAN,72.0955
1995,PAN,72.3847
1996,PAN,72.6753
1997,PAN,72.9702
1998,PAN,73.2792
1999,PAN,73.6216
2000,PAN,74.0015
2001,PAN,74.4144
2002,PAN,74.8238
2003,PAN,75.2175
2004,PAN,75.5444
2005,PAN,75.8285
2006,PAN,76.0123
2007,PAN,76.154
2008,PAN,76.2247
2009,PAN,76.3429
2010,PAN,76.4479
2011,PAN,76.6269
2012,PAN,76.8185
2013,PAN,77.0378
2014,PAN,77.2478
2015,PAN,77.4684
2016,PAN,77.6529
2017,PAN,77.7954
2018,PAN,77.8629
2019,PAN,77.8103
2020,PAN,76.657
2021,PAN,76.2233
2022,PAN,76.8262
1950,PRY,58.5262
1951,PRY,58.5477
1952,PRY,58.5903
1953,PRY,58.6415
1954,PRY,58.8016
1955,PRY,59.0034
1956,PRY,59.1949
1957,PRY,59.4574
1958,PRY,59.7572
1959,PRY,60.0749
1960,PRY,60.4227
1961,PRY,60.7549
1962,PRY,61.0576
1963,PRY,61.3336
1964,PRY,61.5827
1965,PRY,61.8188
1966,PRY,61.9879
1967,PRY,62.1529
1968,PRY,62.3189
1969,PRY,62.4989
1970,PRY,62.6844
1971,PRY,62.8033
1972,PRY,62.9354
1973,PRY,63.0656
1974,PRY,63.2332
1975,PRY,63.4452
1976,PRY,63.7047
1977,PRY,63.9408
1978,PRY,64.1319
1979,PRY,64.448
1980,PRY,64.7487
1981,PRY,65.0229
1982,PRY,65.3845
1983,PRY,65.6137
1984,PRY,65.9657
1985,PRY,66.3147
1986,PRY,66.656
1987,PRY,67.0124
1988,PRY,67.3194
1989,PRY,67.4693
1990,PRY,67.9441
1991,PRY,68.1729
1992,PRY,68.3952
1993,PRY,68.6334
1994,PRY,68.8237
1995,PRY,69.0092
1996,PRY,69.2017
1997,PRY,69.3249
1998,PRY,69.4779
1999,PRY,69.6342
2000,PRY,69.7502
2001,PRY,69.8997
2002,PRY,70.025
2003,PRY,70.297
2004,PRY,70.4809
2005,PRY,70.5269
2006,PRY,70.7809
2007,PRY,71.1061
2008,PRY,71.3838
2009,PRY,71.6345
2010,PRY,71.8872
2011,PRY,72.1314
2012,PRY,72.4536
2013,PRY,72.7568
2014,PRY,72.8777
2015,PRY,73.1905
2016,PRY,73.5336
2017,PRY,73.6436
2018,PRY,73.5676
2019,PRY,73.6207
2020,PRY,73.1816
2021,PRY,70.2617
2022,PRY,70.4745
1950,PER,46.2426
1951,PER,46.4442
1952,PER,46.705
1953,PER,47.0078
1954,PER,47.3658
1955,PER,47.7807
1956,PER,48.2522
1957,PER,48.7726
1958,PER,49.3267
1959,PER,49.9146
1960,PER,50.4948
1961,PER,51.0907
1962,PER,51.3103
1963,PER,52.2005
1964,PER,52.7174
1965,PER,53.1833
1966,PER,53.699
1967,PER,54.2229
1968,PER,54.7471
1969,PER,55.255
1970,PER,47.1602
1971,PER,56.163
1972,PER,56.7372
1973,PER,57.0848
1974,PER,57.4829
1975,PER,57.9047
1976,PER,58.266
1977,PER,58.6168
1978,PER,58.9728
1979,PER,59.3028
1980,PER,59.5891
1981,PER,59.8469
1982,PER,60.0151
1983,PER,60.1607
1984,PER,60.4669
1985,PER,61.2918
1986,PER,62.0241
1987,PER,62.8041
1988,PER,63.6014
1989,PER,64.3524
1990,PER,65.1059
1991,PER,65.4342
1992,PER,66.1489
1993,PER,66.6814
1994,PER,67.2268
1995,PER,67.6445
1996,PER,68.1474
1997,PER,68.6052
1998,PER,69.082
1999,PER,69.7427
2000,PER,70.424
2001,PER,71.0409
2002,PER,71.6608
2003,PER,72.2166
2004,PER,72.668
2005,PER,72.9858
2006,PER,73.1721
2007,PER,73.2227
2008,PER,73.3772
2009,PER,73.4661
2010,PER,73.7106
2011,PER,74.1327
2012,PER,74.544
2013,PER,74.9668
2014,PER,75.3334
2015,PER,75.6206
2016,PER,75.789
2017,PER,75.879
2018,PER,76.0089
2019,PER,76.1559
2020,PER,73.6655
2021,PER,72.3769
2022,PER,73.3853
1950,KNA,54.4274
1951,KNA,54.7961
1952,KNA,55.6163
1953,KNA,56.24
1954,KNA,56.6978
1955,KNA,57.3413
1956,KNA,56.7683
1957,KNA,55.1312
1958,KNA,54.3637
1959,KNA,54.3452
1960,KNA,55.9093
1961,KNA,55.8184
1962,KNA,57.1827
1963,KNA,58.6085
1964,KNA,59.0373
1965,KNA,59.5928
1966,KNA,60.0215
1967,KNA,60.5035
1968,KNA,60.7952
1969,KNA,60.8235
1970,KNA,61.291
1971,KNA,60.747
1972,KNA,60.1866
1973,KNA,60.2754
1974,KNA,61.7217
1975,KNA,63.0984
1976,KNA,63.6821
1977,KNA,63.781
1978,KNA,63.3524
1979,KNA,63.2331
1980,KNA,63.3575
1981,KNA,63.8793
1982,KNA,64.2791
1983,KNA,64.6339
1984,KNA,65.2779
1985,KNA,65.7947
1986,KNA,65.5113
1987,KNA,65.4763
1988,KNA,65.45
1989,KNA,64.9918
1990,KNA,65.1875
1991,KNA,66.1495
1992,KNA,66.9718
1993,KNA,67.5802
1994,KNA,67.2936
1995,KNA,67.1523
1996,KNA,67.3127
1997,KNA,67.8525
1998,KNA,67.6902
1999,KNA,68.7088
2000,KNA,69.7815
2001,KNA,70.1995
2002,KNA,70.4518
2003,KNA,70.7676
2004,KNA,71.303
2005,KNA,71.3616
2006,KNA,71.2885
2007,KNA,71.3668
2008,KNA,71.3738
2009,KNA,71.3927
2010,KNA,71.2705
2011,KNA,71.5378
2012,KNA,71.669
2013,KNA,71.457
2014,KNA,70.9659
2015,KNA,70.763
2016,KNA,71.7405
2017,KNA,71.8399
2018,KNA,71.4671
2019,KNA,71.5717
2020,KNA,71.6266
2021,KNA,71.6822
2022,KNA,72.0269
1950,LCA,45.6369
1951,LCA,48.2728
1952,LCA,49.5709
1953,LCA,50.8566
1954,LCA,52.325
1955,LCA,53.1616
1956,LCA,53.7088
1957,LCA,53.7747
1958,LCA,54.3848
1959,LCA,55.0328
1960,LCA,55.7238
1961,LCA,56.993
1962,LCA,58.0408
1963,LCA,58.8889
1964,LCA,59.9661
1965,LCA,60.8831
1966,LCA,61.7956
1967,LCA,62.687
1968,LCA,63.5117
1969,LCA,63.8499
1970,LCA,64.2667
1971,LCA,64.5481
1972,LCA,64.6482
1973,LCA,64.8309
1974,LCA,65.5641
1975,LCA,65.9211
1976,LCA,66.2562
1977,LCA,66.8869
1978,LCA,67.3325
1979,LCA,67.3586
1980,LCA,67.6997
1981,LCA,68.4672
1982,LCA,69.0524
1983,LCA,69.9102
1984,LCA,70.3755
1985,LCA,70.1165
1986,LCA,70.2807
1987,LCA,70.0046
1988,LCA,70.0527
1989,LCA,70.215
1990,LCA,70.3261
1991,LCA,70.6019
1992,LCA,70.799
1993,LCA,71.1142
1994,LCA,70.9915
1995,LCA,71.0024
1996,LCA,70.9038
1997,LCA,70.7747
1998,LCA,70.6904
1999,LCA,70.7094
2000,LCA,70.7678
2001,LCA,71.1345
2002,LCA,71.472
2003,LCA,71.7707
2004,LCA,72.0276
2005,LCA,72.2445
2006,LCA,72.4654
2007,LCA,72.5985
2008,LCA,72.6977
2009,LCA,72.7222
2010,LCA,72.7196
2011,LCA,72.944
2012,LCA,72.8821
2013,LCA,72.7353
2014,LCA,72.8638
2015,LCA,73.1381
2016,LCA,73.1116
2017,LCA,73.1275
2018,LCA,73.3569
2019,LCA,73.4449
2020,LCA,73.416
2021,LCA,71.1114
2022,LCA,71.2937
1950,VCT,51.4259
1951,VCT,51.698
1952,VCT,51.8603
1953,VCT,52.1044
1954,VCT,52.7781
1955,VCT,50.4686
1956,VCT,53.5061
1957,VCT,53.8819
1958,VCT,54.4057
1959,VCT,55.0537
1960,VCT,56.4432
1961,VCT,57.9319
1962,VCT,59.4821
1963,VCT,61.0625
1964,VCT,62.6675
1965,VCT,64.2638
1966,VCT,65.6514
1967,VCT,66.666
1968,VCT,67.5269
1969,VCT,68.1781
1970,VCT,68.5704
1971,VCT,68.7325
1972,VCT,68.4989
1973,VCT,68.5827
1974,VCT,69.0788
1975,VCT,69.3666
1976,VCT,69.3908
1977,VCT,69.6759
1978,VCT,69.5861
1979,VCT,69.7521
1980,VCT,70.1841
1981,VCT,70.3755
1982,VCT,70.4334
1983,VCT,70.9592
1984,VCT,71.1878
1985,VCT,71.5211
1986,VCT,71.6388
1987,VCT,72.046
1988,VCT,72.3496
1989,VCT,72.7316
1990,VCT,72.3797
1991,VCT,72.9368
1992,VCT,72.6238
1993,VCT,72.4582
1994,VCT,71.9225
1995,VCT,72.0974
1996,VCT,71.2662
1997,VCT,70.9224
1998,VCT,71.097
1999,VCT,71.3002
2000,VCT,71.3772
2001,VCT,71.9378
2002,VCT,72.1682
2003,VCT,72.3523
2004,VCT,73.035
2005,VCT,73.5161
2006,VCT,74.0166
2007,VCT,74.7028
2008,VCT,75.0526
2009,VCT,75.0826
2010,VCT,74.7184
2011,VCT,74.5958
2012,VCT,74.1463
2013,VCT,73.7976
2014,VCT,74.473
2015,VCT,74.4071
2016,VCT,74.2799
2017,VCT,74.3052
2018,VCT,74.1279
2019,VCT,72.8347
2020,VCT,72.1256
2021,VCT,69.6291
2022,VCT,68.9718
1950,SUR,50.4352
1951,SUR,50.9527
1952,SUR,51.6024
1953,SUR,52.2666
1954,SUR,52.9484
1955,SUR,53.634
1956,SUR,54.3295
1957,SUR,54.9796
1958,SUR,55.7159
1959,SUR,56.4399
1960,SUR,57.1023
1961,SUR,57.7667
1962,SUR,58.4744
1963,SUR,59.0393
1964,SUR,59.6249
1965,SUR,59.4847
1966,SUR,59.691
1967,SUR,59.9048
1968,SUR,60.0618
1969,SUR,60.224
1970,SUR,60.4023
1971,SUR,60.392
1972,SUR,60.5073
1973,SUR,60.6965
1974,SUR,60.8412
1975,SUR,61.0493
1976,SUR,61.2503
1977,SUR,61.4534
1978,SUR,61.6843
1979,SUR,61.8782
1980,SUR,62.0339
1981,SUR,62.2512
1982,SUR,62.4551
1983,SUR,62.5932
1984,SUR,62.8724
1985,SUR,63.0576
1986,SUR,62.9601
1987,SUR,63.1863
1988,SUR,63.4374
1989,SUR,64.0101
1990,SUR,64.2298
1991,SUR,64.4532
1992,SUR,64.6503
1993,SUR,64.9799
1994,SUR,65.272
1995,SUR,65.3371
1996,SUR,65.6683
1997,SUR,65.697
1998,SUR,65.594
1999,SUR,65.4434
2000,SUR,65.5077
2001,SUR,65.4821
2002,SUR,65.5313
2003,SUR,65.5963
2004,SUR,66.4163
2005,SUR,67.0025
2006,SUR,67.5713
2007,SUR,68.204
2008,SUR,68.8162
2009,SUR,69.5048
2010,SUR,69.8945
2011,SUR,69.9141
2012,SUR,69.7644
2013,SUR,69.6816
2014,SUR,69.7824
2015,SUR,70.8003
2016,SUR,71.5924
2017,SUR,72.417
2018,SUR,72.5532
2019,SUR,72.2423
2020,SUR,72.5615
2021,SUR,70.2743
2022,SUR,70.2891
1950,TTO,55.8928
1951,TTO,55.9688
1952,TTO,56.4361
1953,TTO,57.5332
1954,TTO,58.7107
1955,TTO,58.6793
1956,TTO,59.9012
1957,TTO,59.6615
1958,TTO,61.2235
1959,TTO,61.4098
1960,TTO,63.0256
1961,TTO,62.8654
1962,TTO,63.4266
1963,TTO,63.8225
1964,TTO,63.8425
1965,TTO,64.147
1966,TTO,64.3758
1967,TTO,64.7978
1968,TTO,64.6683
1969,TTO,64.685
1970,TTO,65.057
1971,TTO,65.2827
1972,TTO,64.9469
1973,TTO,65.5606
1974,TTO,66.8477
1975,TTO,66.7864
1976,TTO,66.2727
1977,TTO,66.6411
1978,TTO,67.438
1979,TTO,67.7676
1980,TTO,67.5719
1981,TTO,67.6496
1982,TTO,67.6464
1983,TTO,67.9352
1984,TTO,67.5918
1985,TTO,67.543
1986,TTO,68.2789
1987,TTO,68.2805
1988,TTO,68.4195
1989,TTO,68.438
1990,TTO,68.272
1991,TTO,68.8595
1992,TTO,68.3914
1993,TTO,68.8113
1994,TTO,68.5109
1995,TTO,69.17
1996,TTO,69.0086
1997,TTO,68.719
1998,TTO,69.1599
1999,TTO,68.3771
2000,TTO,69.1022
2001,TTO,69.6462
2002,TTO,70.4878
2003,TTO,69.729
2004,TTO,71.0756
2005,TTO,71.3077
2006,TTO,71.256
2007,TTO,71.6523
2008,TTO,71.4697
2009,TTO,73.126
2010,TTO,72.7254
2011,TTO,73.2779
2012,TTO,73.7159
2013,TTO,73.9623
2014,TTO,74.2152
2015,TTO,74.5032
2016,TTO,74.281
2017,TTO,74.2301
2018,TTO,73.8018
2019,TTO,74.2279
2020,TTO,74.4056
2021,TTO,72.9709
2022,TTO,74.7078
1950,USA,68.0594
1951,USA,68.1696
1952,USA,68.366
1953,USA,68.6998
1954,USA,69.4892
1955,USA,69.5456
1956,USA,69.6301
1957,USA,69.4058
1958,USA,69.6606
1959,USA,69.8889
1960,USA,69.8132
1961,USA,70.2385
1962,USA,70.1035
1963,USA,69.9321
1964,USA,70.1896
1965,USA,70.2417
1966,USA,70.2045
1967,USA,70.5187
1968,USA,70.2021
1969,USA,70.4785
1970,USA,70.7353
1971,USA,71.0957
1972,USA,71.172
1973,USA,71.3883
1974,USA,71.9499
1975,USA,72.5337
1976,USA,72.8339
1977,USA,73.2152
1978,USA,73.397
